parent_foodcode,parent_desc,ingred_code,ingred_desc,ingred_wt
27446230,"Chicken or turkey salad, made with mayonnaise-type salad dressing",5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",81
27446230,"Chicken or turkey salad, made with mayonnaise-type salad dressing",11143,"Celery, raw",120
27446230,"Chicken or turkey salad, made with mayonnaise-type salad dressing",11945,"Pickle relish, sweet",30.625
27446235,"Chicken or turkey salad, made with light mayonnaise-type salad dressing",2047,"Salt, table, iodized",1.5
27446235,"Chicken or turkey salad, made with light mayonnaise-type salad dressing",4641,"Salad dressing, mayonnaise, light",120
27446235,"Chicken or turkey salad, made with light mayonnaise-type salad dressing",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",135
27446235,"Chicken or turkey salad, made with light mayonnaise-type salad dressing",5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",54
27446235,"Chicken or turkey salad, made with light mayonnaise-type salad dressing",5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",81
27446235,"Chicken or turkey salad, made with light mayonnaise-type salad dressing",11143,"Celery, raw",120
27446235,"Chicken or turkey salad, made with light mayonnaise-type salad dressing",11945,"Pickle relish, sweet",30.625
27446240,"Chicken or turkey salad, made with creamy dressing",2047,"Salt, table, iodized",1.5
27446240,"Chicken or turkey salad, made with creamy dressing",4639,"Salad dressing, ranch dressing, regular",120
27446240,"Chicken or turkey salad, made with creamy dressing",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",135
27446240,"Chicken or turkey salad, made with creamy dressing",5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",54
27446240,"Chicken or turkey salad, made with creamy dressing",5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",81
27446240,"Chicken or turkey salad, made with creamy dressing",11143,"Celery, raw",120
27446240,"Chicken or turkey salad, made with creamy dressing",11945,"Pickle relish, sweet",30.625
27446245,"Chicken or turkey salad, made with light creamy dressing",2047,"Salt, table, iodized",1.5
27446245,"Chicken or turkey salad, made with light creamy dressing",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",135
27446245,"Chicken or turkey salad, made with light creamy dressing",5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",54
27446245,"Chicken or turkey salad, made with light creamy dressing",5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",81
27446245,"Chicken or turkey salad, made with light creamy dressing",11143,"Celery, raw",120
27446245,"Chicken or turkey salad, made with light creamy dressing",11945,"Pickle relish, sweet",30.625
27446245,"Chicken or turkey salad, made with light creamy dressing",42116,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie",122.5
27446250,"Chicken or turkey salad, made with Italian dressing",2047,"Salt, table, iodized",1.5
27446250,"Chicken or turkey salad, made with Italian dressing",4114,"Salad dressing, italian dressing, commercial, regular",117.5
27446250,"Chicken or turkey salad, made with Italian dressing",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",135
27446250,"Chicken or turkey salad, made with Italian dressing",5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",54
27446250,"Chicken or turkey salad, made with Italian dressing",5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",81
27446250,"Chicken or turkey salad, made with Italian dressing",11143,"Celery, raw",120
27446250,"Chicken or turkey salad, made with Italian dressing",11945,"Pickle relish, sweet",30.625
27446255,"Chicken or turkey salad, made with light Italian dressing",2047,"Salt, table, iodized",1.5
27446255,"Chicken or turkey salad, made with light Italian dressing",4021,"Salad dressing, italian dressing, commercial, reduced fat",120
27446255,"Chicken or turkey salad, made with light Italian dressing",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",135
27446255,"Chicken or turkey salad, made with light Italian dressing",5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",54
27446255,"Chicken or turkey salad, made with light Italian dressing",5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",81
27446255,"Chicken or turkey salad, made with light Italian dressing",11143,"Celery, raw",120
27446255,"Chicken or turkey salad, made with light Italian dressing",11945,"Pickle relish, sweet",30.625
27446260,"Chicken or turkey salad, made with any type of fat free dressing",2047,"Salt, table, iodized",1.5
27446260,"Chicken or turkey salad, made with any type of fat free dressing",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",135
27446260,"Chicken or turkey salad, made with any type of fat free dressing",5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",54
27446260,"Chicken or turkey salad, made with any type of fat free dressing",5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",81
27446260,"Chicken or turkey salad, made with any type of fat free dressing",11143,"Celery, raw",120
27446260,"Chicken or turkey salad, made with any type of fat free dressing",11945,"Pickle relish, sweet",30.625
27446260,"Chicken or turkey salad, made with any type of fat free dressing",42193,"Salad Dressing, mayonnaise-like, fat-free",128
27446300,"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",67.5
27446300,"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",11124,"Carrots, raw",12.2
27446300,"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",11143,"Celery, raw",12
27446300,"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",11205,"Cucumber, with peel, raw",10.4
27446300,"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",11252,"Lettuce, iceberg (includes crisphead types), raw",25
27446300,"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",11253,"Lettuce, green leaf, raw",25
27446300,"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",11257,"Lettuce, red leaf, raw",25
27446300,"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",11282,"Onions, raw",11.5
27446300,"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",11457,"Spinach, raw",17.5
27446300,"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",11529,"Tomatoes, red, ripe, raw, year round average",18
27446310,"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",67.5
27446310,"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",11143,"Celery, raw",12
27446310,"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",11205,"Cucumber, with peel, raw",10.4
27446310,"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",11252,"Lettuce, iceberg (includes crisphead types), raw",25
27446310,"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",11253,"Lettuce, green leaf, raw",25
27446310,"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",11257,"Lettuce, red leaf, raw",25
27446310,"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",11260,"Mushrooms, white, raw",7
27446310,"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",11282,"Onions, raw",11.5
27446310,"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",11333,"Peppers, sweet, green, raw",9.2
27446310,"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",11457,"Spinach, raw",17.5
27446315,"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",1009,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",28
27446315,"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",67.5
27446315,"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",10862,"Pork, cured, bacon, pre-sliced, cooked, pan-fried",10
27446315,"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11124,"Carrots, raw",12
27446315,"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11143,"Celery, raw",12
27446315,"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11205,"Cucumber, with peel, raw",12
27446315,"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11252,"Lettuce, iceberg (includes crisphead types), raw",25
27446315,"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11253,"Lettuce, green leaf, raw",25
27446315,"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11257,"Lettuce, red leaf, raw",25
27446315,"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11282,"Onions, raw",12
27446315,"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11457,"Spinach, raw",27.5
27446315,"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11529,"Tomatoes, red, ripe, raw, year round average",18
27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",1009,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",14
27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",10862,"Pork, cured, bacon, pre-sliced, cooked, pan-fried",10
27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11124,"Carrots, raw",12
27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11143,"Celery, raw",12
27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11205,"Cucumber, with peel, raw",12
27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11252,"Lettuce, iceberg (includes crisphead types), raw",25
27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11253,"Lettuce, green leaf, raw",25
27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11257,"Lettuce, red leaf, raw",25
27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11282,"Onions, raw",12
27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11457,"Spinach, raw",27.5
27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11529,"Tomatoes, red, ripe, raw, year round average",18
27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",21229,"Fast foods, chicken, breaded and fried, boneless pieces, plain",54
27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",1009,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",28
27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",70
27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11124,"Carrots, raw",12
27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11143,"Celery, raw",12
27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11205,"Cucumber, with peel, raw",12
27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11252,"Lettuce, iceberg (includes crisphead types), raw",25
27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11253,"Lettuce, green leaf, raw",25
27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11257,"Lettuce, red leaf, raw",25
27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11282,"Onions, raw",12
27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11457,"Spinach, raw",27.5
27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11529,"Tomatoes, red, ripe, raw, year round average",18
27446332,"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",1009,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",28
27446332,"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11124,"Carrots, raw",28
27446332,"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11252,"Lettuce, iceberg (includes crisphead types), raw",25
27446332,"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11253,"Lettuce, green leaf, raw",25
27446332,"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11257,"Lettuce, red leaf, raw",25
27446332,"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11457,"Spinach, raw",27.5
27446332,"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",11529,"Tomatoes, red, ripe, raw, year round average",45
27446332,"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",21229,"Fast foods, chicken, breaded and fried, boneless pieces, plain",54
27446350,"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",67.5
27446350,"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",9218,"Tangerines, (mandarin oranges), raw",48.75
27446350,"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",11252,"Lettuce, iceberg (includes crisphead types), raw",25
27446350,"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",11253,"Lettuce, green leaf, raw",25
27446350,"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",11257,"Lettuce, red leaf, raw",25
27446350,"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",11457,"Spinach, raw",17.5
27446350,"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",12061,"Nuts, almonds",11.5
27446350,"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",20113,"Noodles, chinese, chow mein",14
27446355,"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",2047,"Salt, table, iodized",0.207920792
27446355,"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",4322,"Vegetable oil, averaged",0.623762376
27446355,"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",97
27446355,"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",9218,"Tangerines, (mandarin oranges), raw",76
27446355,"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",11252,"Lettuce, iceberg (includes crisphead types), raw",25
27446355,"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",11253,"Lettuce, green leaf, raw",25
27446355,"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",11257,"Lettuce, red leaf, raw",25
27446355,"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",11457,"Spinach, raw",34.375
27446355,"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",12063,"Nuts, almonds, dry roasted, without salt added",20.16831683
27446355,"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",20113,"Noodles, chinese, chow mein",14
27446360,"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",1032,"Cheese, parmesan, grated",10
27446360,"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",2047,"Salt, table, iodized",0.8
27446360,"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",70
27446360,"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",11252,"Lettuce, iceberg (includes crisphead types), raw",25
27446360,"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",11253,"Lettuce, green leaf, raw",25
27446360,"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",11257,"Lettuce, red leaf, raw",25
27446360,"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",11457,"Spinach, raw",41.25
27446360,"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",11529,"Tomatoes, red, ripe, raw, year round average",50
27446362,"Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing",1032,"Cheese, parmesan, grated",10
27446362,"Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing",11252,"Lettuce, iceberg (includes crisphead types), raw",25
27446362,"Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing",11253,"Lettuce, green leaf, raw",25
27446362,"Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing",11257,"Lettuce, red leaf, raw",25
27446362,"Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing",11457,"Spinach, raw",41.25
27446362,"Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing",11529,"Tomatoes, red, ripe, raw, year round average",50
27446362,"Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing",21229,"Fast foods, chicken, breaded and fried, boneless pieces, plain",90
27446400,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",1164,"Cheese sauce, prepared from recipe",30
27446400,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",2047,"Salt, table, iodized",0.16
27446400,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",7.5
27446400,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",3
27446400,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",4.5
27446400,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",11093,"Broccoli, frozen, chopped, cooked, boiled, drained, without salt",10
27446400,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",11131,"Carrots, frozen, cooked, boiled, drained, without salt",10
27446400,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",14411,"Beverages, water, tap, drinking",15
27446410,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",1164,"Cheese sauce, prepared from recipe",30
27446410,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",2047,"Salt, table, iodized",0.2
27446410,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",7.5
27446410,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",3
27446410,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",4.5
27446410,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",11061,"Beans, snap, green, frozen, cooked, boiled, drained without salt",10
27446410,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",11179,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",10
27446410,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",14411,"Beverages, water, tap, drinking",15
27448020,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",2027,"Spices, oregano, dried",1.5
27448020,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",2047,"Salt, table, iodized",6
27448020,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",2048,"Vinegar, cider",30
27448020,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",2054,"Capers, canned",2.867
27448020,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",4053,"Oil, olive, salad or cooking",112
27448020,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",261
27448020,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",104.4
27448020,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",156.6
27448020,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",9195,"Olives, pickled, canned or bottled, green",66.5
27448020,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",10153,"Pork, cured, ham, whole, separable lean only, roasted",113.4
27448020,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",11165,"Coriander (cilantro) leaves, raw",6
27448020,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",11283,"Onions, cooked, boiled, drained, without salt",105
27448020,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",11334,"Peppers, sweet, green, cooked, boiled, drained, without salt",146
27448020,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",11549,"Tomato products, canned, sauce",128.5
27448030,"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style",2047,"Salt, table, iodized",6
27448030,"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style",4053,"Oil, olive, salad or cooking",28
27448030,"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style",5000,"Chicken, broiler, rotisserie, BBQ, breast, meat only",261
27448030,"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style",5319,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",104.4
27448030,"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style",5334,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",156.6
27450010,Crab salad,2047,"Salt, table, iodized",1.5
27450010,Crab salad,4025,"Salad dressing, mayonnaise, regular",110
27450010,Crab salad,9152,"Lemon juice, raw",31
27450010,Crab salad,11143,"Celery, raw",120
27450010,Crab salad,15140,"Crustaceans, crab, blue, cooked, moist heat",270
27450020,Lobster salad,2047,"Salt, table, iodized",1.5
27450020,Lobster salad,4025,"Salad dressing, mayonnaise, regular",110
27450020,Lobster salad,9152,"Lemon juice, raw",31
27450020,Lobster salad,11143,"Celery, raw",120
27450020,Lobster salad,15148,"Crustaceans, lobster, northern, cooked, moist heat",290
27450030,Salmon salad,2047,"Salt, table, iodized",1.5
27450030,Salmon salad,4025,"Salad dressing, mayonnaise, regular",110
27450030,Salmon salad,11143,"Celery, raw",120
27450030,Salmon salad,11945,"Pickle relish, sweet",30.625
27450030,Salmon salad,15084,"Fish, salmon, pink, canned, total can contents",300
27450040,"Shrimp chow mein or chop suey, no noodles",15151,"Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)",363
27450040,"Shrimp chow mein or chop suey, no noodles",36624,"Restaurant, Chinese, vegetable chow mein, without meat or noodles",680.4
27450060,"Tuna salad, made with mayonnaise",2047,"Salt, table, iodized",1.5
27450060,"Tuna salad, made with mayonnaise",4025,"Salad dressing, mayonnaise, regular",110
27450060,"Tuna salad, made with mayonnaise",11143,"Celery, raw",120
27450060,"Tuna salad, made with mayonnaise",11945,"Pickle relish, sweet",30.625
